word,count,percentage,sentiment
decide,2,0.05,0.0
reasons,3,0.07,0.0
matured,1,0.02,0.0
yields,1,0.02,0.0
until,1,0.02,0.0
exist,1,0.02,0.0
concentrate,1,0.02,0.0
constraints,1,0.02,0.0
located,5,0.11,0.0
asia,4,0.09,0.0
reimbursement,1,0.02,0.0
warranty,5,0.11,0.0
contain,3,0.07,0.0
changing,2,0.05,0.0
respond,1,0.02,0.0
quantity,1,0.02,0.0
performed,1,0.02,0.0
diminished,1,0.02,0.0
direct,2,0.05,0.0
arrangements,8,0.18,0.0
logistics,4,0.09,0.0
transportation,1,0.02,0.0
much,3,0.07,0.0
outsourced,1,0.02,0.0
control,4,0.09,0.0
selected,1,0.02,0.0
capacity,2,0.05,0.0
uses,3,0.07,0.0
single,3,0.07,0.0
obtains,1,0.02,0.0
terms,13,0.3,0.0
reasonable,12,0.27,0.0
commercially,6,0.14,0.0
